Technical,Twitter,Personality,Predicted Career
Civil Enginneering,entrepreneur,ESFP,Event planner
Civil Enginneering,entrepreneur,ENFP,Screenwriter
Civil Enginneering,entrepreneur,ENTP,Creative director
Civil Enginneering,entrepreneur,ESTJ,Financial officer
Civil Enginneering,entrepreneur,ESFJ,Corporate instructor
Civil Enginneering,entrepreneur,ENFJ,Art director
Civil Enginneering,entrepreneur,ENTJ,Insurance agent
Civil Enginneering,teacher,ISTJ,Loan officer
Civil Enginneering,teacher,ISFJ,Account manager
Civil Enginneering,teacher,INFJ,Physical therapist
Civil Enginneering,teacher,INTJ,Accountant
Civil Enginneering,teacher,ISTP,Health inspector
Civil Enginneering,teacher,ISFP,Translator
Civil Enginneering,teacher,INFP,Museum curator
Civil Enginneering,teacher,INTP,Web developer
Civil Enginneering,teacher,ESTP,Entrepreneur
Civil Enginneering,teacher,ESFP,Cosmetologist
Civil Enginneering,teacher,ENFP,Guidance counselor
Civil Enginneering,teacher,ENTP,Business trainer
Civil Enginneering,teacher,ESTJ,Real estate agent
Civil Enginneering,teacher,ESFJ,Choreographer
Civil Enginneering,teacher,ENFJ,Real estate broker
Civil Enginneering,teacher,ENTJ,Insurance agent
History,Null,ISTJ,Software developer
History,Null,ISFJ,Elementary teacher
History,Null,INFJ,Massage therapist
History,Null,INTJ,Psychiatrist
History,Null,ISTP,Chef
History,Null,ISFP,Dietician
History,Null,INFP,Nurse practitioner
History,Null,INTP,Environmental scientist
History,Null,ESTP,Sales manager
History,Null,ESFP,Host/hostess
History,Null,ENFP,Sales representative
History,Null,ENTP,Business trainer
History,Null,ESTJ,Police officer
History,Null,ESFJ,Media planner
History,Null,ENFJ,Executive assistant
History,Null,ENTJ,Project manager
History,Null,ISTJ,Civil engineer
History,Null,ISFJ,Elementary teacher
History,Null,INFJ,Animator
History,Null,INTJ,Statistician
History,Null,ISTP,Historian
History,Null,ISFP,Optician
History,Null,INFP,Fundraising manager
History,Null,INTP,Marketing consultant
History,Null,ESTP,Entrepreneur
History,Null,ESFP,General practitioner
History,Null,ENFP,Sales representative
History,Null,ENTP,Creative director
History,Null,ESTJ,Financial officer
History,Null,ESFJ,Office manager
History,Null,ENFJ,Physical therapist
History,Null,ENTJ,Budget analyst
History,police,ISTJ,Medical technician
History,police,ISFJ,Customer service representative
History,police,INFJ,Nutritionist
History,police,INTJ,Psychiatrist
History,police,ISTP,Landscaper
History,police,ISFP,Optician
History,police,INFP,Geographer
History,police,INTP,Web developer
History,police,ESTP,Paramedic
History,police,ESFP,Event planner
History,police,ENFP,Waiter
History,police,ENTP,Psychologist
History,police,ESTJ,Paralegal
History,police,ESFJ,Office manager
History,police,ENFJ,Sociologist
History,police,ENTJ,Project manager
History,hr,ISTJ,Property manager
History,hr,ISFJ,Administrative manager
History,hr,INFJ,Massage therapist
History,hr,INTJ,Accountant
History,hr,ISTP,Airline pilot
History,hr,ISFP,Veterinarian
History,hr,INFP,Journalist
History,hr,INTP,Writer
History,hr,ESTP,Actor
History,hr,ESFP,Theatre teacher
History,hr,ENFP,Massage therapist
History,hr,ENTP,Operations specialist
History,hr,ESTJ,Sales representative
History,hr,ESFJ,Media planner
History,hr,ENFJ,Sociologist
History,hr,ENTJ,Astronomer
History,security,ISTJ,Actuary
History,security,ISFJ,Administrative manager
History,security,INFJ,Massage therapist
History,security,INTJ,Accountant
History,security,ISTP,Health inspector
History,security,ISFP,Dietician
History,security,INFP,Nurse practitioner
History,security,INTP,Professor
History,security,ESTP,Civil engineer
History,security,ESFP,Pediatrician
History,security,ENFP,Guidance counselor
History,security,ENTP,Operations specialist
History,security,ESTJ,Financial officer
History,security,ESFJ,Bookkeeper
History,security,ENFJ,Editor
History,security,ENTJ,Budget analyst
History,artist,ISTJ,Attorney
History,artist,ISFJ,Accountant
History,artist,INFJ,HR manager
History,artist,INTJ,Statistician
History,artist,ISTP,Chef
History,artist,ISFP,Optician
History,artist,INFP,Geographer
History,artist,INTP,Biomedical engineer
History,artist,ESTP,Chef
History,artist,ESFP,Retail salesperson
History,artist,ENFP,Editor
History,artist,ENTP,Financial planner
History,artist,ESTJ,Business development manager
History,artist,ESFJ,Fashion buyer
History,artist,ENFJ,Art director
History,artist,ENTJ,Budget analyst
History,actor,ISTJ,Curator
History,actor,ISFJ,Elementary teacher
History,actor,INFJ,Animator
History,actor,INTJ,Managing editor
History,actor,ISTP,Political scientist
History,actor,ISFP,Archaeologist
History,actor,INFP,Fine artist
History,actor,INTP,Biomedical engineer
History,actor,ESTP,Marketer
History,actor,ESFP,Retail salesperson
History,actor,ENFP,Guidance counselor
History,actor,ENTP,Chemist
History,actor,ESTJ,Building inspector
History,actor,ESFJ,Fashion buyer
History,actor,ENFJ,Photographer
History,actor,ENTJ,Database administrator
History,medical,ISTJ,Curator
History,medical,ISFJ,Accountant
History,medical,INFJ,Psychologist
History,medical,INTJ,Microbiologist
History,medical,ISTP,Political scientist
History,medical,ISFP,Pharmacist
History,medical,INFP,Archivist
History,medical,INTP,Producer
History,medical,ESTP,Paramedic
History,medical,ESFP,Cosmetologist
History,medical,ENFP,Guidance counselor
History,medical,ENTP,Psychologist
History,medical,ESTJ,Paralegal
History,medical,ESFJ,Corporate instructor
History,medical,ENFJ,Photographer
History,medical,ENTJ,Public relations specialist
History,writing,ISTJ,Actuary
History,writing,ISFJ,Accountant
History,writing,INFJ,Physical therapist
History,writing,INTJ,Statistician
History,writing,ISTP,Historian
History,writing,ISFP,Translator
History,writing,INFP,Nurse practitioner
History,writing,INTP,Composer
History,writing,ESTP,Stockbroker
History,writing,ESFP,Retail salesperson
History,writing,ENFP,Real estate agent
History,writing,ENTP,Psychologist
History,writing,ESTJ,Hotel manager
History,writing,ESFJ,Court reporter
History,writing,ENFJ,Mediator
History,writing,ENTJ,Insurance agent
History,architect,ISTJ,Software developer
History,architect,ISFJ,Research analyst
History,architect,INFJ,Professor
History,architect,INTJ,Statistician
History,architect,ISTP,Management consultant
History,architect,ISFP,Dietician
History,architect,INFP,Film editor
History,architect,INTP,Web developer
History,architect,ESTP,Paramedic
History,architect,ESFP,Cosmetologist
History,architect,ENFP,Choreographer
History,architect,ENTP,Copywriter
History,architect,ESTJ,Building inspector
History,architect,ESFJ,Media planner
History,architect,ENFJ,Photographer
History,architect,ENTJ,Budget analyst
History,activist,ISTJ,Loan officer
History,activist,ISFJ,Financial clerk
History,activist,INFJ,Psychologist
History,activist,INTJ,Detective
History,activist,ISTP,Health inspector
History,activist,ISFP,Translator
History,activist,INFP,Fundraising manager
History,activist,INTP,Sales engineer
History,activist,ESTP,Surveyor
History,activist,ESFP,General practitioner
History,activist,ENFP,Sales representative
History,activist,ENTP,Copywriter
History,activist,ESTJ,Coach
History,activist,ESFJ,Optometrist
History,activist,ENFJ,Sociologist
History,activist,ENTJ,Public relations specialist
History,bank,ISTJ,Medical technician
History,bank,ISFJ,Accountant
History,bank,INFJ,Animator
History,bank,INTJ,Teacher
History,bank,ISTP,Chef
History,bank,ISFP,Occupational therapist
History,bank,INFP,Graphic designer
History,bank,INTP,Professor
History,bank,ESTP,Stockbroker
History,bank,ESFP,Flight attendant
History,bank,ENFP,Real estate agent
History,bank,ENTP,Psychologist
History,bank,ESTJ,Business development manager
History,bank,ESFJ,Choreographer
History,bank,ENFJ,Real estate broker
History,bank,ENTJ,Budget analyst
History,lawyer,ISTJ,Property manager
History,lawyer,ISFJ,Bank teller
History,lawyer,INFJ,Nutritionist
History,lawyer,INTJ,Teacher
History,lawyer,ISTP,Landscaper
History,lawyer,ISFP,Optician
History,lawyer,INFP,Fine artist
History,lawyer,INTP,Producer
History,lawyer,ESTP,Marketer
History,lawyer,ESFP,Pediatrician
History,lawyer,ENFP,Sales representative
History,lawyer,ENTP,Financial planner
History,lawyer,ESTJ,Building inspector
History,lawyer,ESFJ,Choreographer
History,lawyer,ENFJ,Editor
History,lawyer,ENTJ,Astronomer
History,enginner,ISTJ,Property manager
History,enginner,ISFJ,Photographer
History,enginner,INFJ,Physical therapist
History,enginner,INTJ,Managing editor
History,enginner,ISTP,Landscaper
History,enginner,ISFP,Optician
History,enginner,INFP,Museum curator
History,enginner,INTP,Sales engineer
History,enginner,ESTP,Athletic trainer
History,enginner,ESFP,Retail salesperson
History,enginner,ENFP,Massage therapist
History,enginner,ENTP,Creative director
History,enginner,ESTJ,Sales representative
History,enginner,ESFJ,Media planner
History,enginner,ENFJ,Art director
History,enginner,ENTJ,Database administrator
History,politics,ISTJ,Proofreader
History,politics,ISFJ,Administrative manager
History,politics,INFJ,Professor
History,politics,INTJ,Detective
History,politics,ISTP,Investment banker
History,politics,ISFP,Social media manager
History,politics,INFP,Fine artist
History,politics,INTP,Composer
History,politics,ESTP,Entrepreneur
History,politics,ESFP,Retail salesperson
History,politics,ENFP,Editor
History,politics,ENTP,Environmental scientist
History,politics,ESTJ,Business development manager
History,politics,ESFJ,Media planner
History,politics,ENFJ,Photographer
History,politics,ENTJ,Insurance agent
History,sports,ISTJ,Property manager
History,sports,ISFJ,Financial clerk
History,sports,INFJ,Psychologist
History,sports,INTJ,Detective
History,sports,ISTP,Landscaper
History,sports,ISFP,Social media manager
History,sports,INFP,Archivist
History,sports,INTP,Environmental scientist
History,sports,ESTP,Sales manager
History,sports,ESFP,Flight attendant
History,sports,ENFP,Editor
History,sports,ENTP,Chemist
History,sports,ESTJ,Sales representative
History,sports,ESFJ,Medical researcher
History,sports,ENFJ,Editor
History,sports,ENTJ,Budget analyst
History,scientist,ISTJ,Loan officer
History,scientist,ISFJ,Account manager
History,scientist,INFJ,Animator
History,scientist,INTJ,Statistician
History,scientist,ISTP,Chef
History,scientist,ISFP,Translator
History,scientist,INFP,Counselor
History,scientist,INTP,Professor
History,scientist,ESTP,Sales manager
History,scientist,ESFP,Flight attendant
History,scientist,ENFP,Screenwriter
History,scientist,ENTP,Financial planner
History,scientist,ESTJ,Real estate agent
History,scientist,ESFJ,Medical researcher
History,scientist,ENFJ,Editor
History,scientist,ENTJ,Database administrator
History,entrepreneur,ISTJ,Civil engineer
History,entrepreneur,ISFJ,Accountant
History,entrepreneur,INFJ,Professor
History,entrepreneur,INTJ,Business strategist
History,entrepreneur,ISTP,Landscaper
History,entrepreneur,ISFP,Social media manager
History,entrepreneur,INFP,Film editor
History,entrepreneur,INTP,Environmental scientist
History,entrepreneur,ESTP,Stockbroker
History,entrepreneur,ESFP,Flight attendant
History,entrepreneur,ENFP,Guidance counselor
History,entrepreneur,ENTP,Systems analyst
History,entrepreneur,ESTJ,Building inspector
History,entrepreneur,ESFJ,Medical researcher
History,entrepreneur,ENFJ,Mediator
History,entrepreneur,ENTJ,Project manager
History,teacher,ISTJ,Attorney
History,teacher,ISFJ,Administrative manager
History,teacher,INFJ,Data management consultant
History,teacher,INTJ,Managing editor
History,teacher,ISTP,Landscaper
History,teacher,ISFP,Translator
History,teacher,INFP,Film editor
History,teacher,INTP,Environmental scientist
History,teacher,ESTP,Marketer
History,teacher,ESFP,Retail salesperson
History,teacher,ENFP,Campaign manager
History,teacher,ENTP,Operations specialist
History,teacher,ESTJ,Building inspector
History,teacher,ESFJ,Caterer
History,teacher,ENFJ,Market research analyst
History,teacher,ENTJ,Database administrator
Electrical,Null,ISTJ,Loan officer
Electrical,Null,ISFJ,Showroom designer
Electrical,Null,INFJ,School counselor
Electrical,Null,INTJ,Statistician
Electrical,Null,ISTP,Management consultant
Electrical,Null,ISFP,Pharmacist
Electrical,Null,INFP,Graphic designer
Electrical,Null,INTP,Writer
Electrical,Null,ESTP,Stockbroker
Electrical,Null,ESFP,Firefighter
Electrical,Null,ENFP,Guidance counselor
Electrical,Null,ENTP,Attorney
Electrical,Null,ESTJ,Sales representative
Electrical,Null,ESFJ,Media planner
Electrical,Null,ENFJ,Mediator
Electrical,Null,ENTJ,Database administrator
Electrical,Null,ISTJ,Software developer
Electrical,Null,ISFJ,Showroom designer
Electrical,Null,INFJ,Massage therapist
Electrical,Null,INTJ,Business strategist
Electrical,Null,ISTP,Investment banker
Electrical,Null,ISFP,Veterinarian
Electrical,Null,INFP,Graphic designer
Electrical,Null,INTP,Writer
Electrical,Null,ESTP,Athletic trainer
Electrical,Null,ESFP,Pediatrician
Electrical,Null,ENFP,Urban planner
Electrical,Null,ENTP,Environmental scientist
Electrical,Null,ESTJ,Hotel manager
Electrical,Null,ESFJ,Optometrist
Electrical,Null,ENFJ,Real estate broker
Electrical,Null,ENTJ,Construction manager
Electrical,police,ISTJ,Property manager
Electrical,police,ISFJ,Financial clerk
Electrical,police,INFJ,School counselor
Electrical,police,INTJ,Managing editor
Electrical,police,ISTP,Investment banker
Electrical,police,ISFP,Bookkeeper
Electrical,police,INFP,Fine artist
Electrical,police,INTP,Writer
Electrical,police,ESTP,Paramedic
Electrical,police,ESFP,Retail salesperson
Electrical,police,ENFP,Editor
Electrical,police,ENTP,Operations specialist
Electrical,police,ESTJ,Financial officer
Electrical,police,ESFJ,Medical researcher
Electrical,police,ENFJ,Executive assistant
Electrical,police,ENTJ,Project manager
Electrical,hr,ISTJ,Actuary
Electrical,hr,ISFJ,Administrative manager
Electrical,hr,INFJ,Nutritionist
Electrical,hr,INTJ,Statistician
Electrical,hr,ISTP,Historian
Electrical,hr,ISFP,Veterinarian
Electrical,hr,INFP,Geographer
Electrical,hr,INTP,Marketing consultant
Electrical,hr,ESTP,Marketer
Electrical,hr,ESFP,Pediatrician
Electrical,hr,ENFP,Guidance counselor
Electrical,hr,ENTP,Environmental scientist
Electrical,hr,ESTJ,Sales representative
Electrical,hr,ESFJ,Corporate instructor
Electrical,hr,ENFJ,Physical therapist
Electrical,hr,ENTJ,Astronomer
Electrical,security,ISTJ,Medical technician
Electrical,security,ISFJ,Account manager
Electrical,security,INFJ,School counselor
Electrical,security,INTJ,Managing editor
Electrical,security,ISTP,Economist
Electrical,security,ISFP,Veterinarian
Electrical,security,INFP,Museum curator
Electrical,security,INTP,Producer
Electrical,security,ESTP,Entrepreneur
Electrical,security,ESFP,Retail salesperson
Electrical,security,ENFP,Editor
Electrical,security,ENTP,Financial planner
Electrical,security,ESTJ,Real estate agent
Electrical,security,ESFJ,Optometrist
Electrical,security,ENFJ,Photographer
Electrical,security,ENTJ,Insurance agent
Electrical,artist,ISTJ,Attorney
Electrical,artist,ISFJ,Bank teller
Electrical,artist,INFJ,Animator
Electrical,artist,INTJ,Teacher
Electrical,artist,ISTP,Management consultant
Electrical,artist,ISFP,Dietician
Electrical,artist,INFP,Nurse practitioner
Electrical,artist,INTP,Computer systems analyst
Electrical,artist,ESTP,Sales manager
Electrical,artist,ESFP,General practitioner
Electrical,artist,ENFP,Campaign manager
Electrical,artist,ENTP,Creative director
Electrical,artist,ESTJ,Paralegal
Electrical,artist,ESFJ,Choreographer
Electrical,artist,ENFJ,Motivational speaker
Electrical,artist,ENTJ,Construction manager
Electrical,actor,ISTJ,Curator
Electrical,actor,ISFJ,Bank teller
Electrical,actor,INFJ,Professor
Electrical,actor,INTJ,Accountant
Electrical,actor,ISTP,Chef
Electrical,actor,ISFP,Social worker
Electrical,actor,INFP,Fine artist
Electrical,actor,INTP,Writer
Electrical,actor,ESTP,Sales manager
Electrical,actor,ESFP,Host/hostess
Electrical,actor,ENFP,Guidance counselor
Electrical,actor,ENTP,Environmental scientist
Electrical,actor,ESTJ,Paralegal
Electrical,actor,ESFJ,Corporate instructor
Electrical,actor,ENFJ,Mediator
Electrical,actor,ENTJ,Business administrator
Electrical,medical,ISTJ,Medical technician
Electrical,medical,ISFJ,Accountant
Electrical,medical,INFJ,Massage therapist
Electrical,medical,INTJ,Detective
Electrical,medical,ISTP,Airline pilot
Electrical,medical,ISFP,Occupational therapist
Electrical,medical,INFP,Fundraising manager
Electrical,medical,INTP,Sales engineer
Electrical,medical,ESTP,Marketer
Electrical,medical,ESFP,General practitioner
Electrical,medical,ENFP,Screenwriter
Electrical,medical,ENTP,Chemist
Electrical,medical,ESTJ,Military officer
Electrical,medical,ESFJ,Media planner
Electrical,medical,ENFJ,Art director
Electrical,medical,ENTJ,Astronomer
Electrical,writing,ISTJ,Software developer
Electrical,writing,ISFJ,Financial clerk
Electrical,writing,INFJ,Nutritionist
Electrical,writing,INTJ,Psychiatrist
Electrical,writing,ISTP,Historian
Electrical,writing,ISFP,Dietician
Electrical,writing,INFP,Geographer
Electrical,writing,INTP,Professor
Electrical,writing,ESTP,Entrepreneur
Electrical,writing,ESFP,Retail salesperson
Electrical,writing,ENFP,Real estate agent
Electrical,writing,ENTP,Financial planner
Electrical,writing,ESTJ,Financial officer
Electrical,writing,ESFJ,Medical researcher
Electrical,writing,ENFJ,Physical therapist
Electrical,writing,ENTJ,Project manager
Electrical,architect,ISTJ,Dentist
Electrical,architect,ISFJ,Customer service representative
Electrical,architect,INFJ,Designer
Electrical,architect,INTJ,Statistician
